,,Earners (persons),,,,,,Median age of earners (years),,,,,,Sum ($),,,,,,Median ($),,,,,,Mean ($),,,,,
SA2,SA2 NAME,2011-12,2012-13,2013-14,2014-15,2015-16,2016-17,2011-12,2012-13,2013-14,2014-15,2015-16,2016-17,2011-12,2012-13,2013-14,2014-15,2015-16,2016-17,2011-12,2012-13,2013-14,2014-15,2015-16,2016-17,2011-12,2012-13,2013-14,2014-15,2015-16,2016-17
506021118,Belmont - Ascot - Redcliffe,"8,282 ","8,549 ","8,689 ","8,801 ","8,769 ","8,631 ",38 ,38 ,38 ,37 ,38 ,38 ,"516,329,419 ","558,086,527 ","568,030,029 ","574,999,384 ","563,600,512 ","535,889,556 ","50,615 ","53,848 ","53,536 ","53,055 ","52,849 ","51,475 ","62,344 ","65,281 ","65,373 ","65,333 ","64,272 ","62,089 "
506021119,East Victoria Park - Carlisle,"9,922 ","10,500 ","10,651 ","10,773 ","10,299 ","10,473 ",35 ,35 ,35 ,35 ,36 ,36 ,"607,919,405 ","685,027,197 ","704,954,020 ","721,740,077 ","677,907,840 ","675,384,860 ","49,634 ","52,897 ","53,365 ","54,762 ","53,329 ","53,000 ","61,270 ","65,241 ","66,187 ","66,995 ","65,823 ","64,488 "
506021120,Kewdale Commercial,41 ,41 ,41 ,34 ,39 ,27 ,36 ,39 ,42 ,44 ,48 ,49 ,"2,640,284 ","2,489,510 ","3,306,973 ","2,399,164 ","3,245,800 ","2,549,435 ","58,814 ","43,590 ","76,446 ","65,986 ","88,426 ","81,571 ","64,397 ","60,720 ","80,658 ","70,564 ","83,226 ","94,424 "
506021121,Perth Airport,np,np,np,np,np,7 ,np,np,np,np,np,38 ,np,np,np,np,np,"339,039 ",np,np,np,np,np,"43,018 ",np,np,np,np,np,"48,434 "
506021122,Rivervale - Kewdale - Cloverdale,"13,262 ","13,938 ","14,070 ","14,727 ","15,099 ","15,173 ",36 ,36 ,35 ,35 ,35 ,36 ,"739,846,000 ","835,911,504 ","855,816,937 ","906,434,939 ","908,265,506 ","884,023,096 ","47,611 ","50,424 ","50,732 ","51,444 ","50,696 ","50,049 ","55,787 ","59,974 ","60,826 ","61,549 ","60,154 ","58,263 "
506021123,Victoria Park - Lathlain - Burswood,"9,525 ","10,008 ","10,073 ","10,383 ","9,988 ","10,046 ",35 ,34 ,35 ,35 ,36 ,36 ,"620,492,295 ","698,944,669 ","718,239,766 ","744,479,816 ","683,886,211 ","668,463,472 ","49,464 ","53,623 ","54,492 ","54,369 ","53,348 ","52,225 ","65,144 ","69,839 ","71,303 ","71,702 ","68,471 ","66,540 "
506031124,Bentley - Wilson - St James,"10,635 ","10,982 ","11,122 ","11,232 ","10,973 ","10,546 ",32 ,32 ,32 ,33 ,33 ,34 ,"517,522,532 ","566,867,703 ","579,805,250 ","589,730,739 ","576,667,429 ","533,906,429 ","38,342 ","40,956 ","41,593 ","41,509 ","41,498 ","39,443 ","48,662 ","51,618 ","52,131 ","52,505 ","52,553 ","50,626 "
506031125,Canning Vale - West,"6,464 ","6,636 ","6,705 ","6,803 ","6,661 ","6,593 ",43 ,43 ,44 ,44 ,44 ,45 ,"397,892,821 ","434,526,733 ","443,913,268 ","451,324,394 ","433,799,590 ","414,205,113 ","48,413 ","50,971 ","51,832 ","51,933 ","50,739 ","48,839 ","61,555 ","65,480 ","66,206 ","66,342 ","65,125 ","62,825 "
506031126,Canning Vale Commercial,74 ,81 ,79 ,60 ,53 ,53 ,42 ,48 ,44 ,44 ,47 ,49 ,"6,920,533 ","7,344,999 ","6,636,698 ","7,921,729 ","7,343,119 ","6,849,893 ","57,962 ","60,119 ","51,642 ","70,103 ","52,339 ","50,166 ","93,521 ","90,679 ","84,009 ","132,029 ","138,549 ","129,243 "
506031127,Cannington - Queens Park,"9,446 ","10,019 ","10,374 ","10,707 ","10,930 ","10,962 ",33 ,33 ,33 ,33 ,33 ,34 ,"469,978,283 ","526,308,913 ","552,058,088 ","575,283,388 ","558,952,460 ","535,363,792 ","43,612 ","45,784 ","46,305 ","47,224 ","44,241 ","42,304 ","49,754 ","52,531 ","53,216 ","53,730 ","51,139 ","48,838 "
506031128,Parkwood - Ferndale - Lynwood,"8,529 ","8,677 ","8,636 ","8,594 ","8,467 ","8,276 ",41 ,41 ,41 ,41 ,41 ,42 ,"457,080,946 ","491,081,201 ","493,233,163 ","491,391,379 ","478,183,158 ","456,125,148 ","47,071 ","48,949 ","48,844 ","48,909 ","48,452 ","47,487 ","53,591 ","56,596 ","57,114 ","57,178 ","56,476 ","55,114 "
506031129,Riverton - Shelley - Rossmoyne,"8,194 ","8,397 ","8,462 ","8,573 ","8,490 ","8,445 ",45 ,46 ,46 ,46 ,46 ,46 ,"562,306,177 ","597,015,230 ","612,795,022 ","623,256,184 ","593,673,939 ","580,138,476 ","46,567 ","48,914 ","48,514 ","49,249 ","48,402 ","46,219 ","68,624 ","71,099 ","72,417 ","72,700 ","69,926 ","68,696 "
506031130,Welshpool,152 ,153 ,127 ,128 ,108 ,112 ,47 ,44 ,44 ,45 ,46 ,51 ,"10,775,445 ","11,724,480 ","9,923,954 ","10,191,906 ","10,566,849 ","9,970,276 ","59,391 ","57,885 ","69,474 ","68,603 ","76,300 ","71,887 ","70,891 ","76,631 ","78,141 ","79,624 ","97,841 ","89,020 "
506031131,Willetton,"11,282 ","11,422 ","11,400 ","11,476 ","11,164 ","10,987 ",44 ,44 ,44 ,44 ,45 ,45 ,"656,262,106 ","714,576,083 ","718,963,751 ","728,354,503 ","702,117,995 ","669,049,443 ","46,372 ","48,784 ","49,192 ","48,887 ","48,744 ","47,131 ","58,169 ","62,561 ","63,067 ","63,468 ","62,891 ","60,895 "
506041132,Beckenham - Kenwick - Langford,"9,908 ","10,309 ","10,282 ","10,443 ","10,440 ","10,425 ",37 ,37 ,37 ,37 ,37 ,37 ,"487,233,161 ","533,536,169 ","536,570,030 ","549,439,956 ","538,820,725 ","525,333,841 ","43,711 ","45,357 ","45,799 ","46,364 ","46,112 ","45,090 ","49,176 ","51,754 ","52,185 ","52,613 ","51,611 ","50,392 "
506041133,Canning Vale - East,"12,521 ","13,017 ","13,313 ","13,744 ","13,370 ","13,621 ",39 ,39 ,39 ,40 ,40 ,40 ,"773,767,845 ","853,327,883 ","867,928,705 ","902,910,167 ","865,030,430 ","845,861,255 ","51,325 ","54,351 ","53,905 ","53,943 ","53,283 ","50,763 ","61,798 ","65,555 ","65,194 ","65,695 ","64,699 ","62,100 "
506041134,Gosnells,"10,213 ","10,383 ","10,420 ","10,567 ","10,151 ","9,942 ",39 ,38 ,39 ,39 ,39 ,40 ,"505,915,958 ","546,164,054 ","546,200,090 ","563,984,393 ","536,524,179 ","508,220,909 ","44,628 ","47,544 ","47,452 ","48,276 ","47,817 ","46,794 ","49,536 ","52,602 ","52,418 ","53,372 ","52,854 ","51,119 "
506041135,Huntingdale - Southern River,"9,276 ","10,058 ","10,427 ","10,817 ","11,118 ","11,406 ",38 ,38 ,38 ,38 ,39 ,39 ,"552,360,075 ","643,238,577 ","669,204,289 ","699,956,560 ","709,020,660 ","714,276,672 ","50,845 ","54,360 ","54,596 ","55,039 ","54,344 ","52,937 ","59,547 ","63,953 ","64,180 ","64,709 ","63,772 ","62,623 "
506041136,Maddington - Orange Grove - Martin,"6,738 ","6,922 ","6,995 ","7,116 ","7,196 ","7,445 ",40 ,40 ,40 ,40 ,39 ,39 ,"343,597,264 ","372,985,281 ","388,115,950 ","388,146,282 ","383,488,724 ","389,903,436 ","43,788 ","46,369 ","47,222 ","47,298 ","45,818 ","45,386 ","50,994 ","53,884 ","55,485 ","54,546 ","53,292 ","52,371 "
506041137,Thornlie,"13,761 ","14,026 ","14,109 ","14,125 ","13,590 ","13,131 ",41 ,41 ,41 ,41 ,41 ,42 ,"729,239,912 ","779,749,187 ","793,965,313 ","804,704,614 ","765,662,639 ","715,073,901 ","46,398 ","48,481 ","48,653 ","49,203 ","48,466 ","47,491 ","52,993 ","55,593 ","56,274 ","56,970 ","56,340 ","54,457 "
506051138,Forrestfield - Wattle Grove,"10,276 ","10,781 ","11,002 ","11,178 ","10,956 ","10,922 ",39 ,39 ,39 ,39 ,40 ,40 ,"602,050,143 ","673,477,812 ","690,003,822 ","706,744,467 ","687,123,183 ","660,427,580 ","50,622 ","53,958 ","54,607 ","54,866 ","54,538 ","53,364 ","58,588 ","62,469 ","62,716 ","63,226 ","62,717 ","60,468 "
506051139,High Wycombe,"7,070 ","7,346 ","7,446 ","7,461 ","7,272 ","7,198 ",39 ,39 ,40 ,40 ,41 ,41 ,"415,092,857 ","458,246,054 ","470,828,799 ","476,933,907 ","462,755,050 ","440,366,981 ","51,484 ","53,838 ","54,958 ","55,677 ","55,695 ","54,084 ","58,712 ","62,380 ","63,232 ","63,924 ","63,635 ","61,179 "
506051140,Kalamunda - Maida Vale - Gooseberry Hill,"9,555 ","9,715 ","9,819 ","9,878 ","9,679 ","9,611 ",48 ,48 ,48 ,48 ,48 ,49 ,"631,475,649 ","685,351,740 ","698,145,064 ","704,738,372 ","674,914,055 ","643,000,361 ","49,130 ","51,826 ","52,618 ","53,029 ","52,668 ","50,294 ","66,089 ","70,546 ","71,101 ","71,344 ","69,730 ","66,903 "
506051141,Lesmurdie - Bickley - Carmel,"6,942 ","7,071 ","6,986 ","7,030 ","6,949 ","6,975 ",46 ,46 ,47 ,47 ,47 ,48 ,"442,938,540 ","472,035,840 ","473,491,920 ","485,009,329 ","471,163,555 ","462,101,119 ","48,738 ","49,766 ","50,451 ","51,681 ","52,178 ","50,209 ","63,806 ","66,757 ","67,777 ","68,991 ","67,803 ","66,251 "
506061142,Byford,"5,292 ","6,135 ","6,941 ","8,046 ","9,045 ","9,973 ",37 ,37 ,36 ,36 ,36 ,36 ,"332,081,011 ","407,264,745 ","467,486,794 ","539,434,174 ","603,917,628 ","648,287,122 ","54,642 ","56,545 ","56,980 ","57,830 ","57,328 ","56,419 ","62,752 ","66,384 ","67,352 ","67,044 ","66,768 ","65,004 "
506061143,Mundijong,"3,498 ","3,616 ","3,665 ","3,756 ","3,908 ","4,170 ",44 ,44 ,44 ,45 ,45 ,45 ,"225,652,241 ","244,454,504 ","249,282,251 ","256,113,891 ","263,316,175 ","264,845,991 ","49,827 ","51,458 ","52,347 ","53,657 ","52,178 ","51,439 ","64,509 ","67,604 ","68,017 ","68,188 ","67,379 ","63,512 "
506061144,Serpentine - Jarrahdale,"2,163 ","2,295 ","2,350 ","2,423 ","2,385 ","2,464 ",45 ,45 ,45 ,46 ,47 ,47 ,"132,546,090 ","154,164,769 ","156,266,705 ","166,240,497 ","159,404,482 ","160,958,535 ","48,448 ","50,618 ","50,292 ","50,512 ","52,213 ","51,454 ","61,279 ","67,174 ","66,496 ","68,609 ","66,836 ","65,324 "
506071145,Como,"9,141 ","9,474 ","9,469 ","9,651 ","9,354 ","9,167 ",38 ,37 ,38 ,38 ,39 ,40 ,"628,643,167 ","698,222,973 ","730,436,400 ","739,645,977 ","704,660,127 ","672,030,237 ","52,935 ","56,558 ","57,499 ","59,568 ","57,944 ","56,153 ","68,772 ","73,699 ","77,140 ","76,639 ","75,332 ","73,310 "
506071146,Manning - Waterford,"6,425 ","6,503 ","6,547 ","6,662 ","6,511 ","6,620 ",43 ,43 ,44 ,44 ,45 ,45 ,"456,374,807 ","490,886,326 ","503,739,008 ","524,724,815 ","513,791,833 ","496,673,877 ","47,503 ","49,638 ","50,521 ","51,420 ","51,522 ","50,210 ","71,031 ","75,486 ","76,942 ","78,764 ","78,911 ","75,026 "
506071147,South Perth - Kensington,"11,053 ","11,387 ","11,524 ","11,599 ","11,217 ","11,418 ",42 ,42 ,42 ,43 ,43 ,44 ,"976,595,470 ","1,065,754,718 ","1,129,667,305 ","1,152,137,601 ","1,068,816,210 ","1,035,766,296 ","57,536 ","60,791 ","62,139 ","62,115 ","62,749 ","59,782 ","88,356 ","93,594 ","98,027 ","99,331 ","95,285 ","90,713 "
507011148,Banjup,"8,941 ","9,523 ","9,784 ","10,121 ","10,583 ","11,104 ",37 ,38 ,38 ,38 ,39 ,38 ,"595,128,601 ","676,102,993 ","707,031,307 ","727,570,387 ","745,002,348 ","759,397,052 ","56,341 ","59,463 ","59,870 ","59,690 ","57,853 ","56,342 ","66,562 ","70,997 ","72,264 ","71,887 ","70,396 ","68,390 "
507011150,Bibra Industrial,119 ,126 ,125 ,101 ,109 ,90 ,45 ,45 ,45 ,43 ,44 ,48 ,"13,152,433 ","13,533,323 ","13,198,958 ","8,182,523 ","7,653,042 ","6,861,702 ","66,155 ","61,114 ","65,659 ","65,052 ","65,659 ","63,632 ","110,525 ","107,407 ","105,592 ","81,015 ","70,211 ","76,241 "
507011151,Bibra Lake,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np
507011152,Coogee,"4,945 ","5,219 ","5,478 ","5,678 ","5,836 ","5,879 ",44 ,44 ,44 ,44 ,44 ,44 ,"324,723,633 ","367,440,228 ","397,107,698 ","420,533,509 ","419,666,809 ","416,611,093 ","49,977 ","52,648 ","55,695 ","56,218 ","56,349 ","55,924 ","65,667 ","70,404 ","72,491 ","74,064 ","71,910 ","70,864 "
507011153,Coolbellup,"4,360 ","4,469 ","4,575 ","4,618 ","4,597 ","4,615 ",40 ,40 ,41 ,41 ,41 ,41 ,"250,146,760 ","273,364,507 ","282,401,233 ","289,250,348 ","287,758,123 ","278,972,392 ","48,211 ","51,805 ","51,669 ","52,800 ","54,107 ","52,046 ","57,373 ","61,169 ","61,727 ","62,635 ","62,597 ","60,449 "
507011154,Hamilton Hill,"5,633 ","5,911 ","5,943 ","6,042 ","5,925 ","5,934 ",40 ,39 ,40 ,40 ,40 ,40 ,"303,862,969 ","343,310,897 ","345,833,484 ","366,190,089 ","352,729,210 ","341,924,402 ","45,445 ","48,002 ","47,502 ","49,513 ","49,271 ","47,668 ","53,943 ","58,080 ","58,192 ","60,607 ","59,532 ","57,621 "
507011155,Henderson,38 ,50 ,43 ,43 ,24 ,42 ,46 ,45 ,46 ,47 ,48 ,43 ,"3,386,596 ","5,689,365 ","5,139,442 ","5,340,445 ","3,455,062 ","5,479,713 ","66,060 ","86,179 ","88,793 ","89,579 ","119,440 ","126,288 ","89,121 ","113,787 ","119,522 ","124,196 ","143,961 ","130,469 "
507011158,North Coogee,529 ,710 ,989 ,"1,342 ","1,631 ","1,874 ",43 ,45 ,46 ,46 ,45 ,46 ,"57,908,691 ","87,546,083 ","119,174,505 ","148,262,857 ","168,201,475 ","190,616,420 ","74,704 ","83,989 ","79,604 ","75,993 ","76,428 ","74,090 ","109,468 ","123,304 ","120,500 ","110,479 ","103,128 ","101,716 "
507011159,South Lake - Cockburn Central,"6,972 ","7,211 ","7,223 ","7,361 ","7,140 ","7,055 ",39 ,39 ,40 ,40 ,40 ,40 ,"400,436,573 ","436,162,634 ","444,623,715 ","463,757,593 ","447,145,055 ","425,338,348 ","49,494 ","51,691 ","52,279 ","53,932 ","53,421 ","52,000 ","57,435 ","60,486 ","61,557 ","63,002 ","62,625 ","60,289 "
507011160,Spearwood,"5,329 ","5,439 ","5,500 ","5,627 ","5,775 ","6,012 ",42 ,42 ,42 ,42 ,41 ,42 ,"295,116,673 ","322,454,123 ","333,457,115 ","345,621,704 ","356,109,791 ","361,514,435 ","45,378 ","48,746 ","50,220 ","50,699 ","51,062 ","50,550 ","55,379 ","59,286 ","60,629 ","61,422 ","61,664 ","60,132 "
507011161,Success - Hammond Park,"7,284 ","7,847 ","8,341 ","8,885 ","9,134 ","9,436 ",35 ,35 ,35 ,36 ,36 ,37 ,"468,935,685 ","541,856,890 ","587,773,596 ","637,162,568 ","636,163,458 ","630,074,366 ","55,209 ","59,512 ","60,172 ","60,141 ","58,474 ","57,010 ","64,379 ","69,053 ","70,468 ","71,712 ","69,648 ","66,773 "
507011163,Yangebup,"4,295 ","4,402 ","4,544 ","4,671 ","4,564 ","4,472 ",38 ,38 ,38 ,39 ,39 ,40 ,"249,920,414 ","270,698,814 ","283,410,116 ","301,350,868 ","291,974,024 ","271,656,916 ","49,873 ","52,839 ","53,541 ","54,840 ","54,400 ","52,879 ","58,189 ","61,495 ","62,370 ","64,515 ","63,973 ","60,746 "
507011259,Beeliar - Wattleup,"4,124 ","4,386 ","4,548 ","4,811 ","5,061 ","5,247 ",38 ,38 ,39 ,39 ,39 ,39 ,"258,791,832 ","294,811,646 ","313,536,308 ","337,776,229 ","347,001,696 ","354,923,143 ","51,815 ","54,827 ","56,739 ","57,980 ","57,915 ","57,186 ","62,753 ","67,217 ","68,939 ","70,209 ","68,564 ","67,643 "
507011260,Jandakot,"1,810 ","1,774 ","1,863 ","1,906 ","1,821 ","1,785 ",46 ,46 ,46 ,46 ,48 ,48 ,"125,501,607 ","135,811,539 ","142,840,730 ","148,274,592 ","144,557,388 ","133,281,775 ","52,295 ","56,235 ","57,591 ","56,560 ","57,637 ","55,022 ","69,338 ","76,557 ","76,672 ","77,794 ","79,384 ","74,668 "
507021164,East Fremantle,"4,521 ","4,674 ","4,688 ","4,925 ","4,970 ","4,987 ",45 ,45 ,46 ,46 ,47 ,47 ,"376,889,198 ","421,946,626 ","433,325,108 ","458,791,089 ","472,226,393 ","451,736,949 ","57,001 ","60,857 ","63,644 ","62,515 ","62,205 ","59,570 ","83,364 ","90,275 ","92,433 ","93,156 ","95,015 ","90,583 "
507021165,Fremantle,"9,108 ","9,608 ","9,917 ","10,072 ","9,993 ","10,229 ",41 ,41 ,41 ,42 ,43 ,43 ,"674,916,733 ","779,176,696 ","823,925,748 ","834,451,717 ","825,425,424 ","821,975,101 ","49,983 ","54,084 ","56,297 ","56,659 ","56,347 ","54,370 ","74,102 ","81,097 ","83,082 ","82,849 ","82,600 ","80,357 "
507021166,Fremantle - South,"8,232 ","8,678 ","8,868 ","9,094 ","8,979 ","9,078 ",43 ,42 ,43 ,43 ,43 ,44 ,"524,875,571 ","605,678,233 ","629,236,445 ","648,160,180 ","638,066,204 ","629,078,979 ","47,695 ","50,616 ","53,665 ","52,887 ","53,424 ","52,439 ","63,760 ","69,795 ","70,956 ","71,273 ","71,062 ","69,297 "
507021167,O'Connor (WA),87 ,73 ,54 ,76 ,66 ,74 ,45 ,44 ,44 ,44 ,47 ,46 ,"5,902,720 ","4,098,509 ","3,335,602 ","5,125,979 ","3,512,389 ","6,604,149 ","55,302 ","45,661 ","43,107 ","43,471 ","40,093 ","50,409 ","67,847 ","56,144 ","61,770 ","67,447 ","53,218 ","89,245 "
507031169,Bertram - Wellard (West),"5,216 ","5,700 ","6,276 ","7,237 ","8,070 ","8,755 ",33 ,34 ,35 ,35 ,35 ,35 ,"319,025,651 ","371,390,940 ","413,128,552 ","478,332,851 ","522,491,084 ","549,192,596 ","55,216 ","57,657 ","58,409 ","58,081 ","57,604 ","56,209 ","61,163 ","65,156 ","65,827 ","66,095 ","64,745 ","62,729 "
507031170,Calista,"3,503 ","3,506 ","3,597 ","3,646 ","3,544 ","3,463 ",38 ,39 ,38 ,39 ,39 ,40 ,"179,460,205 ","190,766,990 ","198,993,974 ","201,519,474 ","194,092,488 ","183,322,122 ","44,800 ","48,018 ","48,129 ","48,743 ","48,091 ","46,250 ","51,230 ","54,412 ","55,322 ","55,271 ","54,767 ","52,937 "
507031172,Hope Valley - Postans,77 ,66 ,56 ,63 ,53 ,55 ,48 ,45 ,46 ,51 ,50 ,48 ,"3,410,462 ","3,023,793 ","3,019,552 ","3,314,932 ","2,443,162 ","2,827,898 ","30,566 ","38,764 ","40,909 ","48,571 ","36,691 ","31,202 ","44,292 ","45,815 ","53,921 ","52,618 ","46,097 ","51,416 "
507031173,Kwinana Industrial,57 ,66 ,53 ,47 ,37 ,37 ,48 ,47 ,49 ,49 ,48 ,50 ,"5,350,211 ","6,814,706 ","5,505,511 ","5,763,089 ","3,456,358 ","3,526,286 ","56,688 ","72,964 ","80,000 ","88,587 ","78,558 ","51,920 ","93,863 ","103,253 ","103,878 ","122,619 ","93,415 ","95,305 "
507031174,Parmelia - Orelia,"5,425 ","5,516 ","5,468 ","5,551 ","5,335 ","5,317 ",38 ,38 ,39 ,39 ,40 ,41 ,"287,278,894 ","306,179,799 ","309,030,592 ","319,519,260 ","302,177,126 ","291,767,654 ","46,703 ","49,362 ","49,815 ","50,152 ","49,651 ","48,358 ","52,955 ","55,508 ","56,516 ","57,561 ","56,641 ","54,874 "
507031261,Casuarina - Wandi,"1,645 ","1,882 ","2,219 ","2,713 ","3,312 ","3,845 ",44 ,43 ,41 ,38 ,37 ,35 ,"107,705,583 ","138,320,567 ","159,863,626 ","201,477,848 ","235,373,853 ","259,810,365 ","49,491 ","53,951 ","57,055 ","59,462 ","60,622 ","58,652 ","65,475 ","73,497 ","72,043 ","74,264 ","71,067 ","67,571 "
507041175,Applecross - Ardross,"7,489 ","7,707 ","7,837 ","7,996 ","7,907 ","7,865 ",47 ,47 ,47 ,47 ,47 ,47 ,"712,597,078 ","800,480,266 ","858,109,157 ","844,484,554 ","807,627,521 ","799,828,844 ","53,053 ","57,138 ","58,321 ","57,367 ","55,837 ","55,558 ","95,153 ","103,864 ","109,495 ","105,613 ","102,141 ","101,695 "
507041176,Bateman,"2,475 ","2,459 ","2,426 ","2,466 ","2,380 ","2,355 ",44 ,44 ,44 ,44 ,45 ,45 ,"157,204,090 ","168,098,571 ","170,825,820 ","173,685,348 ","168,241,890 ","162,354,982 ","46,300 ","49,944 ","51,560 ","52,476 ","51,321 ","49,326 ","63,517 ","68,361 ","70,415 ","70,432 ","70,690 ","68,941 "
507041177,Bicton - Palmyra,"8,435 ","8,652 ","8,805 ","8,945 ","8,790 ","8,824 ",43 ,43 ,44 ,44 ,44 ,45 ,"595,606,284 ","663,479,186 ","690,848,153 ","722,392,247 ","693,806,114 ","677,892,541 ","53,922 ","56,571 ","58,404 ","59,996 ","59,466 ","57,922 ","70,611 ","76,685 ","78,461 ","80,759 ","78,931 ","76,824 "
507041178,Booragoon,"9,454 ","9,584 ","9,574 ","9,920 ","9,829 ","9,726 ",46 ,46 ,46 ,46 ,46 ,47 ,"741,774,795 ","807,878,852 ","829,922,248 ","857,576,045 ","845,819,615 ","818,175,354 ","51,415 ","54,400 ","55,889 ","56,099 ","55,455 ","53,277 ","78,461 ","84,295 ","86,685 ","86,449 ","86,053 ","84,122 "
507041179,Bull Creek,"4,978 ","5,008 ","4,995 ","5,096 ","4,924 ","4,850 ",47 ,47 ,47 ,47 ,47 ,47 ,"301,459,742 ","338,941,854 ","322,691,965 ","335,166,110 ","323,436,630 ","310,049,024 ","44,839 ","46,848 ","46,323 ","47,578 ","47,904 ","46,767 ","60,558 ","67,680 ","64,603 ","65,770 ","65,686 ","63,928 "
507041180,Leeming,"7,683 ","7,706 ","7,729 ","7,786 ","7,533 ","7,378 ",46 ,46 ,46 ,46 ,46 ,46 ,"511,504,521 ","541,610,679 ","533,220,164 ","552,339,432 ","529,847,616 ","500,752,554 ","50,294 ","53,121 ","52,939 ","54,114 ","53,534 ","51,459 ","66,576 ","70,284 ","68,990 ","70,940 ","70,337 ","67,871 "
507041181,Melville,"9,836 ","10,176 ","10,231 ","10,513 ","10,305 ","10,476 ",45 ,45 ,45 ,45 ,46 ,46 ,"786,796,515 ","900,206,717 ","922,423,001 ","929,144,736 ","895,304,659 ","899,466,137 ","53,295 ","56,820 ","58,473 ","59,282 ","59,223 ","57,638 ","79,992 ","88,464 ","90,160 ","88,381 ","86,881 ","85,860 "
507041182,Murdoch - Kardinya,"7,961 ","8,036 ","8,066 ","8,193 ","7,873 ","7,793 ",44 ,45 ,45 ,45 ,46 ,46 ,"453,308,760 ","495,279,033 ","502,845,227 ","519,951,172 ","494,748,789 ","476,723,968 ","41,819 ","44,938 ","46,064 ","46,144 ","45,850 ","44,111 ","56,941 ","61,633 ","62,341 ","63,463 ","62,841 ","61,173 "
507041183,Willagee,"2,389 ","2,515 ","2,514 ","2,566 ","2,486 ","2,474 ",38 ,38 ,38 ,38 ,39 ,40 ,"146,426,790 ","161,990,179 ","159,292,304 ","168,332,255 ","160,408,863 ","157,902,419 ","51,158 ","52,102 ","52,253 ","54,078 ","53,345 ","54,017 ","61,292 ","64,410 ","63,362 ","65,601 ","64,525 ","63,825 "
507041184,Winthrop,"4,369 ","4,429 ","4,346 ","4,368 ","4,261 ","4,171 ",46 ,46 ,46 ,47 ,47 ,48 ,"289,273,164 ","314,217,161 ","322,331,517 ","318,724,218 ","303,585,719 ","288,529,548 ","43,331 ","47,335 ","47,404 ","47,840 ","48,032 ","45,667 ","66,210 ","70,945 ","74,167 ","72,968 ","71,248 ","69,175 "
507051185,Baldivis,"11,268 ","13,043 ","15,105 ","17,030 ","18,294 ","19,671 ",37 ,37 ,36 ,36 ,36 ,36 ,"748,322,869 ","929,900,979 ","1,100,576,428 ","1,246,439,722 ","1,305,008,860 ","1,348,869,772 ","56,835 ","61,035 ","61,641 ","61,405 ","59,647 ","58,398 ","66,411 ","71,295 ","72,862 ","73,191 ","71,335 ","68,571 "
507051186,Cooloongup,"4,468 ","4,448 ","4,510 ","4,482 ","4,231 ","4,114 ",40 ,41 ,41 ,41 ,42 ,43 ,"246,138,952 ","257,806,198 ","262,998,996 ","263,750,383 ","244,298,262 ","228,741,801 ","46,465 ","49,229 ","49,276 ","49,158 ","49,019 ","47,296 ","55,089 ","57,960 ","58,315 ","58,847 ","57,740 ","55,601 "
507051187,Port Kennedy,"7,815 ","7,821 ","7,854 ","7,787 ","7,608 ","7,559 ",39 ,40 ,41 ,41 ,42 ,42 ,"483,910,098 ","520,894,296 ","533,008,093 ","542,352,070 ","518,365,869 ","493,185,062 ","50,469 ","54,303 ","55,833 ","56,118 ","54,719 ","52,821 ","61,921 ","66,602 ","67,865 ","69,648 ","68,134 ","65,245 "
507051188,Rockingham,"7,936 ","8,261 ","8,316 ","8,328 ","7,983 ","7,937 ",44 ,44 ,44 ,45 ,45 ,46 ,"460,892,014 ","515,380,051 ","523,679,683 ","540,424,109 ","510,975,673 ","483,560,437 ","47,432 ","50,588 ","50,213 ","51,941 ","50,869 ","48,837 ","58,076 ","62,387 ","62,973 ","64,892 ","64,008 ","60,925 "
507051189,Rockingham Lakes,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np
507051190,Safety Bay - Shoalwater,"6,633 ","6,726 ","6,677 ","6,751 ","6,549 ","6,445 ",46 ,46 ,45 ,46 ,46 ,47 ,"379,413,507 ","418,616,141 ","430,248,083 ","452,028,809 ","419,467,741 ","403,901,772 ","44,326 ","48,165 ","49,424 ","50,575 ","48,185 ","47,503 ","57,201 ","62,238 ","64,437 ","66,957 ","64,051 ","62,669 "
507051191,Singleton - Golden Bay - Secret Harbour,"9,227 ","9,833 ","10,328 ","10,926 ","11,186 ","11,675 ",40 ,40 ,40 ,40 ,40 ,41 ,"630,743,180 ","730,767,149 ","786,452,472 ","848,744,415 ","848,966,903 ","846,970,277 ","54,100 ","58,744 ","60,887 ","60,800 ","60,030 ","57,498 ","68,358 ","74,318 ","76,148 ","77,681 ","75,895 ","72,546 "
507051192,Waikiki,"6,807 ","7,059 ","7,103 ","7,193 ","6,973 ","6,883 ",41 ,41 ,42 ,42 ,42 ,43 ,"406,975,259 ","452,817,294 ","463,051,925 ","480,748,025 ","451,629,196 ","434,564,339 ","48,454 ","51,399 ","53,372 ","53,828 ","52,749 ","50,757 ","59,788 ","64,148 ","65,191 ","66,836 ","64,768 ","63,136 "
