,,Earners (persons),,,,,,Median age of earners (years),,,,,,Sum ($),,,,,,Median ($),,,,,,Mean ($),,,,,
SA2,SA2 NAME,2011-12,2012-13,2013-14,2014-15,2015-16,2016-17,2011-12,2012-13,2013-14,2014-15,2015-16,2016-17,2011-12,2012-13,2013-14,2014-15,2015-16,2016-17,2011-12,2012-13,2013-14,2014-15,2015-16,2016-17,2011-12,2012-13,2013-14,2014-15,2015-16,2016-17
507051193,Warnbro,"6,183 ","6,256 ","6,067 ","6,066 ","5,902 ","5,727 ",40 ,40 ,41 ,41 ,41 ,42 ,"356,552,041 ","384,315,605 ","385,661,409 ","388,398,250 ","374,954,851 ","347,782,141 ","47,883 ","49,886 ","51,549 ","51,599 ","50,658 ","49,440 ","57,667 ","61,432 ","63,567 ","64,029 ","63,530 ","60,727 "
509011225,Albany,"8,734 ","8,814 ","8,959 ","9,121 ","9,129 ","8,658 ",48 ,48 ,48 ,48 ,49 ,48 ,"424,062,719 ","454,638,260 ","484,579,906 ","499,179,019 ","507,475,508 ","470,067,532 ","38,556 ","40,927 ","42,067 ","42,574 ","42,837 ","43,005 ","48,553 ","51,581 ","54,089 ","54,729 ","55,589 ","54,293 "
509011226,Albany Region,"1,771 ","1,877 ","1,936 ","2,047 ","2,078 ","2,163 ",49 ,49 ,49 ,49 ,49 ,49 ,"78,752,359 ","84,065,038 ","96,936,276 ","102,447,754 ","108,535,372 ","117,422,939 ","35,962 ","35,129 ","37,923 ","38,709 ","39,984 ","40,478 ","44,468 ","44,787 ","50,070 ","50,048 ","52,231 ","54,287 "
509011227,Bayonet Head - Lower King,"2,514 ","2,550 ","2,648 ","2,748 ","2,783 ","2,952 ",45 ,46 ,46 ,46 ,47 ,47 ,"123,671,244 ","131,092,266 ","141,783,283 ","148,655,653 ","153,624,443 ","161,420,001 ","39,855 ","41,735 ","42,150 ","43,284 ","44,413 ","44,272 ","49,193 ","51,409 ","53,544 ","54,096 ","55,201 ","54,682 "
509011228,Denmark,"3,092 ","3,186 ","3,304 ","3,379 ","3,388 ","3,481 ",50 ,50 ,51 ,51 ,51 ,52 ,"129,616,975 ","141,567,131 ","152,342,463 ","160,298,220 ","158,035,465 ","156,406,036 ","30,118 ","31,503 ","32,673 ","33,988 ","34,144 ","33,414 ","41,920 ","44,434 ","46,108 ","47,440 ","46,646 ","44,931 "
509011229,Gnowangerup,"1,800 ","1,863 ","1,890 ","1,895 ","1,777 ","1,887 ",44 ,44 ,44 ,44 ,43 ,44 ,"91,416,641 ","98,281,693 ","138,263,369 ","145,399,674 ","112,213,182 ","128,212,114 ","38,831 ","39,422 ","50,143 ","53,498 ","48,935 ","51,562 ","50,787 ","52,755 ","73,155 ","76,728 ","63,148 ","67,945 "
509011230,Katanning,"2,445 ","2,519 ","2,532 ","2,536 ","2,495 ","2,527 ",44 ,44 ,44 ,44 ,44 ,44 ,"108,995,393 ","123,538,739 ","135,876,949 ","143,701,762 ","125,123,181 ","133,062,197 ","37,828 ","41,143 ","43,659 ","43,741 ","43,576 ","44,822 ","44,579 ","49,043 ","53,664 ","56,665 ","50,150 ","52,656 "
509011231,Kojonup,"2,575 ","2,622 ","2,634 ","2,628 ","2,495 ","2,611 ",46 ,46 ,46 ,46 ,46 ,47 ,"110,754,495 ","117,613,247 ","134,231,026 ","148,283,637 ","126,642,280 ","145,827,471 ","34,758 ","35,742 ","38,765 ","42,405 ","40,811 ","44,450 ","43,011 ","44,856 ","50,961 ","56,425 ","50,758 ","55,851 "
509011232,Little Grove - Elleker,"1,605 ","1,661 ","1,749 ","1,823 ","1,909 ","2,041 ",48 ,49 ,49 ,49 ,50 ,51 ,"75,158,757 ","83,189,526 ","90,446,177 ","98,265,537 ","101,562,099 ","108,199,376 ","38,108 ","39,606 ","40,754 ","42,620 ","42,796 ","42,763 ","46,828 ","50,084 ","51,713 ","53,903 ","53,202 ","53,013 "
509011233,McKail - Willyung,"5,127 ","5,214 ","5,377 ","5,548 ","5,778 ","5,947 ",41 ,42 ,42 ,42 ,42 ,43 ,"234,720,013 ","249,971,058 ","262,942,736 ","278,293,252 ","295,846,081 ","302,685,639 ","38,588 ","40,644 ","41,652 ","43,339 ","44,566 ","44,259 ","45,781 ","47,942 ","48,901 ","50,161 ","51,202 ","50,897 "
509011234,Plantagenet,"2,728 ","2,792 ","2,866 ","2,915 ","2,903 ","3,016 ",48 ,48 ,49 ,49 ,49 ,49 ,"113,632,008 ","112,283,044 ","128,221,714 ","138,965,519 ","137,956,767 ","145,668,919 ","34,162 ","33,098 ","35,116 ","37,759 ","38,015 ","39,046 ","41,654 ","40,216 ","44,739 ","47,673 ","47,522 ","48,299 "
509011235,Stirling Range National Park,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np
509021236,Chittering,"2,674 ","2,837 ","3,000 ","3,140 ","3,159 ","3,239 ",46 ,46 ,46 ,47 ,46 ,47 ,"145,695,317 ","173,658,424 ","192,391,107 ","198,944,343 ","198,291,339 ","198,569,153 ","42,564 ","46,687 ","48,461 ","48,085 ","48,207 ","48,393 ","54,486 ","61,212 ","64,130 ","63,358 ","62,770 ","61,306 "
509021237,Cunderdin,"2,119 ","2,186 ","2,167 ","2,231 ","2,124 ","2,169 ",47 ,47 ,47 ,48 ,47 ,47 ,"100,412,395 ","116,998,934 ","143,558,950 ","167,711,822 ","127,161,369 ","133,505,213 ","38,525 ","43,369 ","49,838 ","53,044 ","47,996 ","49,388 ","47,387 ","53,522 ","66,248 ","75,173 ","59,869 ","61,552 "
509021238,Dowerin,"2,385 ","2,381 ","2,408 ","2,444 ","2,343 ","2,399 ",46 ,47 ,47 ,47 ,47 ,48 ,"111,829,042 ","140,104,175 ","153,812,215 ","163,094,592 ","138,573,887 ","159,127,243 ","39,309 ","45,432 ","47,316 ","50,002 ","45,442 ","48,358 ","46,888 ","58,843 ","63,876 ","66,733 ","59,144 ","66,331 "
509021239,Gingin - Dandaragan,"4,427 ","4,636 ","4,796 ","4,958 ","4,891 ","5,071 ",47 ,47 ,48 ,48 ,48 ,48 ,"219,931,011 ","243,856,475 ","272,509,834 ","285,087,815 ","272,719,874 ","283,676,190 ","36,515 ","39,426 ","40,332 ","40,180 ","39,720 ","38,974 ","49,679 ","52,601 ","56,820 ","57,501 ","55,760 ","55,941 "
509021240,Merredin,"2,860 ","2,823 ","2,835 ","2,924 ","2,867 ","2,830 ",46 ,46 ,46 ,46 ,47 ,46 ,"137,509,043 ","140,511,129 ","192,206,166 ","215,298,669 ","173,098,997 ","175,438,216 ","40,454 ","44,292 ","51,376 ","53,212 ","50,424 ","51,119 ","48,080 ","49,774 ","67,798 ","73,632 ","60,376 ","61,992 "
509021241,Moora,"3,011 ","3,012 ","3,012 ","3,092 ","2,868 ","3,008 ",45 ,45 ,45 ,45 ,45 ,46 ,"146,932,059 ","190,819,033 ","194,848,677 ","195,792,392 ","176,371,070 ","214,006,147 ","40,410 ","46,890 ","48,827 ","50,184 ","49,683 ","53,892 ","48,798 ","63,353 ","64,691 ","63,322 ","61,496 ","71,146 "
509021242,Mukinbudin,"1,773 ","1,774 ","1,770 ","1,735 ","1,672 ","1,711 ",47 ,47 ,48 ,48 ,47 ,48 ,"75,186,430 ","98,149,089 ","105,580,995 ","115,952,239 ","114,545,798 ","122,646,809 ","35,881 ","42,660 ","47,174 ","50,961 ","51,680 ","54,483 ","42,406 ","55,326 ","59,650 ","66,831 ","68,508 ","71,681 "
509021243,Northam,"5,334 ","5,407 ","5,434 ","5,497 ","5,304 ","5,362 ",45 ,45 ,45 ,45 ,46 ,46 ,"280,737,232 ","308,167,287 ","321,359,509 ","327,397,843 ","315,363,326 ","313,236,678 ","43,722 ","47,600 ","49,758 ","49,707 ","50,387 ","50,106 ","52,632 ","56,994 ","59,139 ","59,559 ","59,458 ","58,418 "
509021244,Toodyay,"2,310 ","2,363 ","2,378 ","2,428 ","2,402 ","2,463 ",49 ,50 ,50 ,51 ,51 ,51 ,"126,892,005 ","135,010,780 ","139,751,175 ","142,920,735 ","135,694,480 ","142,727,366 ","42,488 ","44,129 ","45,652 ","45,326 ","44,332 ","45,756 ","54,932 ","57,135 ","58,768 ","58,864 ","56,492 ","57,949 "
509021245,York - Beverley,"2,862 ","3,004 ","3,096 ","2,935 ","3,958 ","3,443 ",50 ,50 ,50 ,51 ,46 ,49 ,"135,727,466 ","158,522,360 ","175,274,657 ","175,361,801 ","232,105,100 ","192,850,206 ","36,392 ","38,739 ","40,373 ","42,688 ","34,151 ","36,424 ","47,424 ","52,770 ","56,613 ","59,748 ","58,642 ","56,012 "
509031246,Brookton,"2,034 ","2,131 ","2,152 ","2,216 ","2,139 ","2,143 ",48 ,48 ,48 ,49 ,49 ,49 ,"95,350,196 ","114,705,008 ","133,656,781 ","162,209,759 ","125,043,060 ","126,578,532 ","37,823 ","43,906 ","47,948 ","53,017 ","45,407 ","45,186 ","46,878 ","53,827 ","62,108 ","73,199 ","58,459 ","59,066 "
509031247,Kulin,"2,974 ","2,891 ","2,985 ","3,047 ","2,765 ","3,030 ",45 ,46 ,46 ,46 ,45 ,46 ,"122,193,374 ","151,449,521 ","225,290,870 ","262,875,306 ","183,802,163 ","185,886,052 ","34,660 ","40,721 ","54,161 ","59,697 ","49,119 ","47,635 ","41,087 ","52,387 ","75,474 ","86,273 ","66,475 ","61,349 "
509031248,Murray,"1,322 ","1,356 ","1,391 ","1,438 ","1,390 ","1,367 ",44 ,45 ,45 ,45 ,46 ,47 ,"88,893,922 ","93,815,141 ","99,140,684 ","104,599,143 ","101,312,792 ","99,649,556 ","58,000 ","62,344 ","58,245 ","59,056 ","61,261 ","59,976 ","67,242 ","69,185 ","71,273 ","72,739 ","72,887 ","72,897 "
509031249,Narrogin,"2,413 ","2,482 ","2,464 ","2,494 ","2,581 ","2,449 ",45 ,45 ,46 ,46 ,47 ,47 ,"120,985,245 ","129,827,263 ","138,517,428 ","146,812,277 ","148,039,270 ","142,089,304 ","43,242 ","44,332 ","45,714 ","48,497 ","47,961 ","48,721 ","50,139 ","52,308 ","56,216 ","58,866 ","57,357 ","58,019 "
509031250,Wagin,"2,955 ","2,959 ","2,994 ","3,036 ","2,849 ","2,990 ",48 ,48 ,48 ,49 ,49 ,49 ,"137,221,754 ","145,716,445 ","170,520,982 ","194,973,383 ","151,892,416 ","174,823,530 ","37,474 ","40,110 ","45,063 ","49,101 ","43,205 ","45,011 ","46,437 ","49,245 ","56,954 ","64,220 ","53,314 ","58,469 "
510011262,Broome,"7,264 ","7,734 ","7,949 ","8,137 ","8,172 ","8,374 ",38 ,38 ,38 ,38 ,39 ,39 ,"440,547,844 ","490,147,061 ","516,056,412 ","530,473,939 ","541,994,616 ","540,614,138 ","51,432 ","53,244 ","54,900 ","55,493 ","56,823 ","54,605 ","60,648 ","63,376 ","64,921 ","65,193 ","66,323 ","64,559 "
510011263,Derby - West Kimberley,"2,336 ","2,505 ","2,579 ","2,616 ","2,633 ","2,777 ",38 ,39 ,39 ,39 ,39 ,39 ,"124,368,103 ","141,534,982 ","148,369,256 ","143,766,159 ","150,112,998 ","154,575,343 ","45,449 ","48,830 ","48,605 ","47,066 ","47,286 ","46,486 ","53,240 ","56,501 ","57,530 ","54,956 ","57,012 ","55,663 "
510011264,Halls Creek,807 ,803 ,785 ,853 ,856 ,881 ,36 ,38 ,36 ,37 ,37 ,37 ,"36,198,152 ","39,120,237 ","40,340,659 ","44,891,859 ","48,021,417 ","46,182,861 ","36,096 ","40,724 ","42,633 ","42,448 ","41,091 ","37,389 ","44,855 ","48,718 ","51,389 ","52,628 ","56,100 ","52,421 "
510011265,Kununurra,"4,023 ","4,073 ","4,100 ","4,111 ","3,861 ","4,118 ",38 ,38 ,38 ,38 ,37 ,39 ,"245,660,532 ","258,619,261 ","270,685,543 ","264,413,101 ","248,588,358 ","262,693,784 ","52,600 ","54,458 ","55,736 ","54,348 ","54,661 ","54,785 ","61,064 ","63,496 ","66,021 ","64,318 ","64,384 ","63,792 "
510011266,Roebuck,309 ,303 ,347 ,342 ,328 ,401 ,39 ,38 ,38 ,39 ,38 ,39 ,"15,409,424 ","17,397,304 ","17,458,544 ","17,833,496 ","18,958,629 ","23,607,000 ","34,961 ","38,403 ","42,171 ","43,793 ","41,023 ","45,459 ","49,869 ","57,417 ","50,313 ","52,145 ","57,801 ","58,870 "
510021267,East Pilbara,234 ,248 ,265 ,300 ,266 ,263 ,41 ,39 ,39 ,37 ,41 ,44 ,"15,653,602 ","17,410,887 ","18,743,533 ","20,561,764 ","18,172,502 ","18,993,187 ","50,566 ","53,084 ","53,915 ","50,895 ","59,400 ","62,975 ","66,896 ","70,205 ","70,730 ","68,539 ","68,318 ","72,217 "
510021268,Newman,"2,969 ","3,075 ","2,847 ","2,647 ","2,651 ","2,606 ",37 ,36 ,36 ,37 ,37 ,37 ,"263,051,515 ","287,600,663 ","267,644,829 ","249,724,871 ","242,052,439 ","224,314,173 ","80,150 ","85,208 ","85,104 ","82,782 ","78,378 ","77,909 ","88,599 ","93,529 ","94,009 ","94,343 ","91,306 ","86,076 "
510021269,Port Hedland,"2,795 ","2,922 ","2,986 ","2,917 ","2,679 ","2,799 ",36 ,37 ,37 ,37 ,38 ,38 ,"255,974,420 ","299,680,180 ","311,334,704 ","309,093,269 ","274,766,749 ","277,168,520 ","77,097 ","88,792 ","90,324 ","93,269 ","90,299 ","90,147 ","91,583 ","102,560 ","104,265 ","105,963 ","102,563 ","99,024 "
510021270,South Hedland,"5,234 ","5,668 ","5,816 ","5,764 ","5,524 ","5,716 ",33 ,33 ,33 ,34 ,35 ,36 ,"421,902,060 ","494,460,242 ","512,004,153 ","516,370,697 ","479,873,821 ","476,714,415 ","71,528 ","79,758 ","81,247 ","82,017 ","78,887 ","76,691 ","80,608 ","87,237 ","88,034 ","89,585 ","86,871 ","83,400 "
510031271,Ashburton (WA),"3,366 ","3,609 ","3,753 ","3,714 ","3,636 ","3,530 ",37 ,38 ,38 ,38 ,38 ,39 ,"303,625,579 ","343,837,342 ","377,556,449 ","390,747,690 ","363,689,634 ","355,744,692 ","85,391 ","95,024 ","99,459 ","105,009 ","100,665 ","100,206 ","90,204 ","95,272 ","100,601 ","105,209 ","100,025 ","100,778 "
510031272,Karratha,"9,605 ","10,218 ","10,292 ","10,121 ","9,478 ","9,638 ",35 ,35 ,35 ,36 ,36 ,37 ,"873,299,180 ","982,913,855 ","983,173,539 ","979,833,521 ","898,556,211 ","874,642,413 ","77,417 ","79,965 ","83,629 ","83,111 ","81,003 ","77,538 ","90,921 ","96,194 ","95,528 ","96,812 ","94,804 ","90,749 "
510031273,Roebourne,"2,281 ","2,253 ","2,396 ","2,373 ","2,283 ","2,317 ",39 ,40 ,39 ,40 ,40 ,39 ,"200,020,729 ","207,800,574 ","225,313,596 ","235,063,884 ","219,621,610 ","213,120,226 ","75,100 ","82,415 ","82,801 ","90,137 ","87,937 ","85,856 ","87,690 ","92,233 ","94,037 ","99,058 ","96,199 ","91,981 "
511011274,Esperance,"7,289 ","7,417 ","7,433 ","7,589 ","7,465 ","7,443 ",44 ,44 ,45 ,45 ,45 ,45 ,"380,184,846 ","413,802,508 ","439,192,101 ","440,923,622 ","452,412,247 ","447,805,292 ","41,237 ","42,650 ","44,876 ","45,490 ","46,249 ","45,948 ","52,159 ","55,791 ","59,087 ","58,100 ","60,604 ","60,165 "
511011275,Esperance Region,"1,916 ","1,926 ","2,003 ","1,989 ","1,873 ","2,040 ",43 ,44 ,44 ,45 ,46 ,46 ,"88,332,606 ","114,895,946 ","158,401,827 ","155,670,467 ","138,623,887 ","159,207,470 ","38,539 ","44,930 ","52,615 ","51,552 ","49,670 ","51,379 ","46,103 ","59,655 ","79,082 ","78,266 ","74,012 ","78,043 "
511021276,Carnarvon,"2,978 ","3,137 ","3,103 ","3,029 ","2,900 ","2,855 ",42 ,41 ,42 ,42 ,43 ,44 ,"159,547,137 ","167,543,553 ","169,136,231 ","173,515,347 ","167,684,890 ","166,423,178 ","42,975 ","41,948 ","43,501 ","45,034 ","45,897 ","46,247 ","53,575 ","53,409 ","54,507 ","57,285 ","57,822 ","58,292 "
511021277,Exmouth,"2,055 ","2,161 ","2,264 ","2,376 ","2,337 ","2,455 ",40 ,40 ,40 ,40 ,40 ,41 ,"116,355,764 ","128,670,647 ","138,138,870 ","144,437,058 ","141,591,402 ","146,610,420 ","45,069 ","46,261 ","46,787 ","46,333 ","46,462 ","46,733 ","56,621 ","59,542 ","61,015 ","60,790 ","60,587 ","59,719 "
511031278,Boulder,"4,666 ","4,598 ","4,342 ","4,334 ","4,089 ","4,080 ",38 ,37 ,39 ,39 ,40 ,40 ,"303,250,604 ","314,493,162 ","297,356,016 ","304,472,874 ","288,911,815 ","285,456,002 ","56,462 ","59,807 ","59,112 ","61,211 ","61,403 ","60,978 ","64,992 ","68,398 ","68,484 ","70,252 ","70,656 ","69,965 "
511031279,Kalgoorlie,"8,738 ","8,778 ","8,479 ","8,558 ","8,490 ","8,439 ",37 ,37 ,38 ,39 ,39 ,39 ,"612,593,525 ","652,936,834 ","628,619,281 ","648,981,236 ","653,994,020 ","644,271,702 ","58,653 ","63,543 ","63,762 ","65,567 ","66,253 ","65,240 ","70,107 ","74,383 ","74,138 ","75,833 ","77,031 ","76,345 "
511031280,Kalgoorlie - North,"5,314 ","5,340 ","5,189 ","5,290 ","5,241 ","5,322 ",37 ,37 ,38 ,38 ,38 ,38 ,"399,673,886 ","427,280,865 ","421,592,207 ","426,362,625 ","430,580,729 ","438,042,355 ","66,334 ","70,718 ","71,500 ","72,142 ","73,237 ","73,124 ","75,211 ","80,015 ","81,247 ","80,598 ","82,156 ","82,308 "
511031281,Kalgoorlie Airport,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np
511031282,Kambalda - Coolgardie - Norseman,"2,350 ","2,250 ","2,143 ","2,160 ","2,107 ","2,078 ",40 ,41 ,42 ,42 ,43 ,44 ,"168,234,571 ","168,608,926 ","157,264,755 ","159,264,706 ","152,466,591 ","148,250,387 ","61,565 ","63,988 ","61,753 ","62,872 ","59,964 ","59,327 ","71,589 ","74,937 ","73,385 ","73,734 ","72,362 ","71,343 "
511031283,Leinster - Leonora,988 ,982 ,822 ,811 ,783 ,829 ,41 ,40 ,43 ,44 ,43 ,43 ,"63,470,953 ","64,865,076 ","51,026,028 ","49,587,601 ","48,867,334 ","54,323,009 ","55,972 ","56,453 ","53,986 ","53,830 ","56,445 ","59,307 ","64,242 ","66,054 ","62,075 ","61,144 ","62,410 ","65,528 "
511031284,Trafalgar (WA),np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np
511041285,Geraldton,"7,557 ","7,445 ","7,441 ","7,211 ","7,188 ","6,589 ",43 ,43 ,44 ,45 ,46 ,46 ,"426,306,809 ","445,774,464 ","447,146,139 ","442,707,571 ","439,880,740 ","388,831,074 ","43,377 ","47,354 ","47,413 ","48,440 ","47,865 ","46,365 ","56,412 ","59,876 ","60,092 ","61,393 ","61,197 ","59,012 "
511041286,Geraldton - East,"3,864 ","4,019 ","4,054 ","4,097 ","3,957 ","3,965 ",42 ,42 ,42 ,43 ,43 ,44 ,"216,089,283 ","239,553,507 ","238,263,038 ","245,159,573 ","234,603,316 ","231,664,536 ","46,617 ","48,131 ","47,906 ","48,326 ","47,827 ","48,133 ","55,924 ","59,605 ","58,772 ","59,839 ","59,288 ","58,427 "
511041287,Geraldton - North,"3,879 ","4,068 ","4,297 ","4,375 ","4,307 ","4,576 ",42 ,42 ,43 ,43 ,43 ,43 ,"238,460,509 ","263,139,607 ","308,138,775 ","283,838,877 ","280,730,270 ","292,648,102 ","50,440 ","53,536 ","52,789 ","52,700 ","54,052 ","53,946 ","61,475 ","64,685 ","71,710 ","64,877 ","65,180 ","63,953 "
511041288,Geraldton - South,"5,617 ","5,900 ","6,019 ","6,167 ","6,032 ","6,216 ",41 ,41 ,42 ,42 ,43 ,43 ,"349,979,616 ","400,073,563 ","408,223,177 ","430,451,603 ","424,940,654 ","427,070,055 ","52,050 ","56,854 ","56,139 ","57,311 ","56,372 ","55,614 ","62,307 ","67,809 ","67,822 ","69,799 ","70,448 ","68,705 "
511041289,Irwin,"2,022 ","1,988 ","1,995 ","2,071 ","1,964 ","1,985 ",47 ,48 ,49 ,50 ,50 ,51 ,"117,843,089 ","128,098,121 ","136,812,107 ","133,640,820 ","122,815,843 ","123,732,715 ","43,470 ","46,181 ","47,987 ","46,785 ","45,686 ","43,607 ","58,280 ","64,436 ","68,577 ","64,530 ","62,534 ","62,334 "
511041290,Meekatharra,"1,008 ",986 ,992 ,"1,000 ",985 ,992 ,45 ,45 ,45 ,46 ,46 ,48 ,"50,051,388 ","50,459,917 ","50,059,410 ","50,971,819 ","51,746,431 ","56,326,716 ","41,448 ","42,720 ","41,891 ","42,315 ","41,362 ","45,629 ","49,654 ","51,176 ","50,463 ","50,972 ","52,534 ","56,781 "
511041291,Morawa,"2,325 ","2,291 ","2,249 ","2,193 ","2,108 ","2,206 ",47 ,47 ,47 ,48 ,48 ,47 ,"126,208,686 ","157,044,695 ","136,278,490 ","130,045,965 ","112,877,844 ","152,797,928 ","41,714 ","48,688 ","46,619 ","45,399 ","41,537 ","52,302 ","54,283 ","68,549 ","60,595 ","59,300 ","53,547 ","69,265 "
511041292,Northampton - Mullewa - Greenough,"3,147 ","3,084 ","3,149 ","3,180 ","3,040 ","3,222 ",47 ,48 ,48 ,48 ,49 ,49 ,"161,649,741 ","182,097,497 ","171,022,204 ","170,034,301 ","173,601,132 ","193,971,292 ","38,837 ","42,127 ","39,702 ","39,590 ","40,565 ","41,808 ","51,366 ","59,046 ","54,310 ","53,470 ","57,106 ","60,202 "
Tasmania,,"263,709 ","260,386 ","262,705 ","268,711 ","271,680 ","279,923 ",44 ,45 ,45 ,45 ,45 ,45 ,"12,309,085,632 ","12,631,500,456 ","13,149,831,272 ","13,843,109,896 ","14,197,838,509 ","14,757,419,205 ","39,265 ","40,521 ","41,862 ","43,067 ","43,833 ","44,437 ","46,677 ","48,511 ","50,056 ","51,517 ","52,259 ","52,720 "
601011001,Bridgewater - Gagebrook,"2,374 ","2,294 ","2,243 ","2,311 ","2,371 ","2,503 ",39 ,39 ,40 ,39 ,39 ,39 ,"85,072,160 ","87,482,907 ","86,579,452 ","90,524,130 ","94,197,478 ","100,902,794 ","34,252 ","36,533 ","36,952 ","37,525 ","38,341 ","38,406 ","35,835 ","38,136 ","38,600 ","39,171 ","39,729 ","40,313 "
601011002,Brighton - Pontville,"2,641 ","2,675 ","2,769 ","2,875 ","3,008 ","3,120 ",40 ,40 ,40 ,40 ,41 ,41 ,"119,285,728 ","125,072,566 ","133,018,852 ","143,033,113 ","151,495,315 ","162,241,183 ","42,135 ","42,647 ","44,349 ","45,614 ","46,895 ","47,870 ","45,167 ","46,756 ","48,039 ","49,751 ","50,364 ","52,000 "
601011003,Old Beach - Otago,"2,337 ","2,395 ","2,469 ","2,579 ","2,673 ","2,762 ",44 ,45 ,44 ,44 ,44 ,44 ,"117,294,471 ","122,319,374 ","127,264,816 ","137,517,140 ","147,808,983 ","154,238,328 ","44,479 ","46,144 ","47,073 ","48,928 ","51,483 ","51,339 ","50,190 ","51,073 ","51,545 ","53,322 ","55,297 ","55,843 "
601021004,Bellerive - Rosny,"3,473 ","3,446 ","3,501 ","3,629 ","3,698 ","3,690 ",49 ,50 ,50 ,49 ,49 ,49 ,"179,620,557 ","189,265,127 ","193,123,600 ","206,547,562 ","223,643,595 ","217,837,247 ","41,823 ","43,462 ","45,499 ","46,321 ","46,598 ","47,134 ","51,719 ","54,923 ","55,162 ","56,916 ","60,477 ","59,034 "
601021005,Cambridge,"4,619 ","4,595 ","4,688 ","4,853 ","4,870 ","5,123 ",46 ,46 ,47 ,47 ,47 ,47 ,"252,080,762 ","259,688,839 ","271,645,765 ","290,374,927 ","296,451,019 ","318,420,806 ","44,840 ","45,864 ","48,367 ","49,737 ","51,026 ","52,095 ","54,575 ","56,516 ","57,945 ","59,834 ","60,873 ","62,155 "
601021006,Geilston Bay - Risdon,"1,949 ","1,930 ","1,970 ","2,013 ","1,988 ","2,020 ",45 ,45 ,45 ,45 ,45 ,45 ,"95,268,562 ","96,560,366 ","102,340,027 ","108,274,074 ","109,714,803 ","112,730,470 ","45,372 ","47,376 ","48,406 ","50,605 ","51,795 ","52,393 ","48,881 ","50,031 ","51,949 ","53,787 ","55,189 ","55,807 "
601021007,Howrah - Tranmere,"6,012 ","5,937 ","6,133 ","6,279 ","6,285 ","6,590 ",47 ,47 ,46 ,46 ,47 ,46 ,"302,744,437 ","314,667,186 ","335,022,840 ","353,079,308 ","363,233,040 ","386,014,347 ","43,693 ","45,102 ","47,414 ","48,015 ","49,864 ","50,612 ","50,357 ","53,001 ","54,626 ","56,232 ","57,794 ","58,576 "
601021008,Lindisfarne - Rose Bay,"4,112 ","4,056 ","4,153 ","4,215 ","4,245 ","4,401 ",48 ,49 ,49 ,49 ,49 ,49 ,"203,354,791 ","210,412,702 ","219,333,418 ","227,552,539 ","234,931,974 ","249,145,795 ","41,936 ","43,744 ","44,940 ","45,822 ","46,515 ","48,331 ","49,454 ","51,877 ","52,813 ","53,986 ","55,343 ","56,611 "
601021009,Mornington - Warrane,"1,923 ","1,959 ","1,939 ","1,979 ","2,031 ","2,133 ",38 ,38 ,38 ,38 ,38 ,37 ,"81,153,168 ","85,151,436 ","85,713,874 ","88,556,897 ","92,150,566 ","98,781,327 ","40,516 ","40,821 ","41,649 ","42,976 ","43,335 ","44,325 ","42,201 ","43,467 ","44,205 ","44,748 ","45,372 ","46,311 "
601021010,Risdon Vale,943 ,932 ,952 ,996 ,"1,032 ","1,091 ",40 ,40 ,39 ,39 ,39 ,39 ,"37,119,869 ","36,812,195 ","38,749,102 ","41,394,804 ","44,141,576 ","48,587,571 ","38,248 ","38,244 ","38,754 ","38,904 ","41,884 ","42,303 ","39,364 ","39,498 ","40,703 ","41,561 ","42,773 ","44,535 "
601021011,Rokeby,"2,219 ","2,244 ","2,279 ","2,375 ","2,616 ","2,798 ",38 ,38 ,38 ,38 ,37 ,38 ,"90,424,250 ","94,066,820 ","98,618,901 ","105,009,410 ","116,700,369 ","128,217,953 ","38,397 ","39,781 ","41,283 ","41,596 ","42,942 ","43,995 ","40,750 ","41,919 ","43,273 ","44,214 ","44,610 ","45,825 "
601021012,South Arm,"2,487 ","2,501 ","2,575 ","2,644 ","2,680 ","2,731 ",46 ,47 ,47 ,47 ,47 ,47 ,"125,080,720 ","132,595,402 ","138,717,150 ","149,577,071 ","154,866,726 ","162,190,516 ","44,081 ","46,113 ","46,455 ","47,835 ","49,143 ","51,336 ","50,294 ","53,017 ","53,871 ","56,572 ","57,786 ","59,389 "
601031013,Austins Ferry - Granton,"2,170 ","2,138 ","2,208 ","2,292 ","2,307 ","2,385 ",42 ,43 ,44 ,43 ,44 ,43 ,"102,556,187 ","107,002,069 ","109,460,505 ","116,055,924 ","118,214,890 ","125,349,173 ","42,514 ","44,747 ","45,235 ","46,059 ","47,465 ","48,513 ","47,261 ","50,048 ","49,575 ","50,635 ","51,242 ","52,557 "
601031014,Berriedale - Chigwell,"2,589 ","2,588 ","2,568 ","2,650 ","2,662 ","2,765 ",42 ,42 ,42 ,43 ,42 ,42 ,"110,127,328 ","113,009,694 ","116,989,687 ","122,509,928 ","128,080,749 ","134,762,659 ","40,321 ","41,108 ","43,925 ","44,369 ","45,594 ","46,157 ","42,537 ","43,667 ","45,557 ","46,230 ","48,114 ","48,739 "
